place,categories,user code,title,review,rating,date
Miami Design District,"Art Galleries, Neighborhoods, Shopping Malls",MajesticNiah,Miami Personality,"I love this area! It offers great shopping, sights to see, and food options. I really love the area because I feel that it's a unique experience in the city that adds to the Miami personality.",50,August 2020
Miami Design District,"Art Galleries, Neighborhoods, Shopping Malls",laworth,High End Shops,"Lovely area with high end shopping and fun places to grab a bite. Clean, easy underground and street parking. Gucci, Hermes, Louis Vuitton, etc.",50,January 2020
Miami Design District,"Art Galleries, Neighborhoods, Shopping Malls",B1714D,Miami's Rodeo Drive,"Although is above my range, I enjoyed an hour's walk here.",40,January 2020
Miami Design District,"Art Galleries, Neighborhoods, Shopping Malls",970Dani,I love the area,"there is a market with many restaurant where u can pick and choose , nice to take pictures around and visit clothes shops",50,January 2020
Miami Design District,"Art Galleries, Neighborhoods, Shopping Malls",Jamie S,Rodeo Drive in Miami,Great stores and laid out beautifully       Very expensive stores that might be better for window shopping than buying.,50,February 2020
Miami Design District,"Art Galleries, Neighborhoods, Shopping Malls",936sophiap,Relaxed ,Interesting such a short walk from the cheaper shops of target and Marshall but yet so lovely. Wide Tree lined roads hardly any traffic and some pedestrian sections too. All the designer shops and more really interesting archetecture. Some really trendy shops and cafes too. A coffee shop in Dior which opens at 11am. A lovely square with a big globe and monkeys hanging from the trees and a hammock to sit and take photos. Lovely cafe in square Ella with homemade lemonade and lovely Panther coffee. Lovely place for a stroll and nicer than Rodeo Drive more soul to the place. ,40,February 2020
Brickell City Center,Shopping Malls,Trish M,Great shopping; lack of restaurants,Brickell City Center is a great shopping experience.   We liked the open concept and great selection of stores.   The only negative is the lack of restaurants that were open at 8 pm.,40,April 2019
Little Havana,Neighborhoods,IndianJonny,Great walk around a lively district,Wonderful atmosphere.,50,January 2020
Little Havana,Neighborhoods,David E J,Don't miss it!,Great spot to visit. Learn the culture of the Cuban people who settled there and their history. Great shops and restaurants and friendly people.,50,January 2020
Little Havana,Neighborhoods,cynthiahA2210EV,Artist show place,"It is a artist show place. Good photo spot. We also see local people to play dominoes in the park. Music, Cigar, Bar on the street! Nice place to spend several hours. ",50,January 2020
Little Havana,Neighborhoods,therealkman,Great tour!!,"Danny was an excellent tour guide through Little Havana. The people, food and sites were wonderful. The tour lasted 3 hours with several breaks to stop and taste the Cuban cuisine, including lunch at El Cristo. My favorite stop was Domino Park. It brought back fond memories watching the old-timers play dominos.",50,January 2020
Little Havana,Neighborhoods,Muthanna A,Good Food,If you are looking to try some Cuban food this is your place. also best drinks. good place to walk and enjoy the culture.,30,December 2019
Brickell City Center,Shopping Malls,heda68,The financial district,"Few can think about visiting the financial district in Miami , well they are wrong . It is sophisticated, amazing architectures and incredible foods and mall . Don't miss it ",40,May 2019
Brickell City Center,Shopping Malls,tripserena,My favorite mall,This is by far my favorite mall. I love walking around here and window shopping (since the stores are pretty pricey). The restaurants are also so great and they have a few dessert places to choose from as well. The design of this mall is something everyone should see. Open air and beautiful views of Miami. ,50,May 2019
Brickell City Center,Shopping Malls,70ava,"Beautiful open architecture, great dining, super chic movie theater","If you wish to shop, this is probably not the place for most people. Mainly pricey shops with very few people inside. However, the architecture of the place is magnificent and corresponds well with Miami's atmosphere. I was quite surprised to see how little known this place is. There are also ample amount of dining, we liked especially the concept of the 3 floors of La Centrale - first floor market and cheap eats, second floor fine dining and 3rd floor beautiful bar and wine shops.The VIP movie theater is also amazing.",50,May 2019
Brickell City Center,Shopping Malls,Igor S,After reviewing,After my visit to this hotel we found some problems in there that were fixed out for the manager. At the end we feel pleased with service and everything runs as expected.,40,May 2019
Miami Design District,"Art Galleries, Neighborhoods, Shopping Malls",hollyk28,Expect to Spend a Few Hours,"The Miami Design District is a dining, architectural, and artistic experience all rolled into one. Here you can marvel at the magnificent exteriors and interiors of the designer stores, watch lithesome models dressed to the nines parade by, and have a delicious meal. Expect to spend a few fun hours. There’s enough to do and see here not to rush. ",40,November 2019
Miami Design District,"Art Galleries, Neighborhoods, Shopping Malls",Michael A,"Beautiful, vibrant, enjoyable.","For the street art, people watching, excellent cafe's and shaded spots to sit and relax, this area of Miami gets top marks from me. 5 Stars! Love the vibe here...it is fun and creative and youthful. Excellent young crowds hang here, along with serious shoppers, gaga tourists, amusing self absorbed selfie-taking stepford types, wannabes, and some other fun and seriously interesting people to watch. Endless amusements abound. Bloody good window displays, and the architecture is stunning. The new parking garage? Fantastic. KUDOS to the architects designers and landlords that have made this happen. ",50,January 2020
Miami Design District,"Art Galleries, Neighborhoods, Shopping Malls",TroelsJ61,Uber cool,This is a rich shoppers paradise; all the brands plus some are represented and it is a really nice environment with lots to look at ,50,January 2020
Miami Design District,"Art Galleries, Neighborhoods, Shopping Malls",Sharada M,A Fun filled day,"If you are looking for something to do, nothing specific, but take a leisurely walk through some amazing stores, play area for the kids and an array of restaurants than this is the place to be.  You can easily spend 4 - 5 hours in the area without getting bored.",40,January 2020
Miami Design District,"Art Galleries, Neighborhoods, Shopping Malls",The_Lankan,People watching & Window shopping,"My family and I were in Miami for a few days and my teenage daughters wanted to go to the Design District.  It’s basically an outdoor shopping area with high end brands that the average person isn’t going to be able to afford.  I found an awesome pair of matching Vacheron Constantin watches for my wife and I but I just couldn’t spend $36,000 that weekend, maybe next weekend I’ll be in the mood to purchase them.  There are beautiful cars driving around this area and the people/window shopping is great.  It’s interesting to see who is dropping $5k likes it’s a $5 value meal at McDonalds.  I’m glad my kids wanted to see this place, we had a good time just walking around. Of course the kids had to find their instagram spots...",40,January 2020
Brickell City Center,Shopping Malls,adelZman,A shopping mall,Located in the city center. Parking garage is good once you figure out how to get to it. Stores are high end and pricy. Overall worth a stop. ,30,March 2019
Little Havana,Neighborhoods,txde,Feel the spirit of Cuba,Try a mojito and a Cuban coffee!,40,March 2019
Little Havana,Neighborhoods,Wunderlust05,Dead on New Year’s Eve ,I read that Azucar ice cream And Ball and chain bar are highly recommended but I didn’t go . They’re 2 miles east of Versailles restaurant ,40,January 2020
Little Havana,Neighborhoods,vision54,ENERGY for Days- Love this Place!!!,"This is second visit to"" Little Havana"" (my first was an acclimatization walking tour for the travel group I was travelling to Cuba with for our first trip to Cuba.) This time I arrived in Miami a day before my cruise which leaves the Sunday, and encourage my friends that we rent a car and visit ""Little Havana"" check in was not until 4pm at the Hotel. I would suggest to print if possible the ""Little Havana"" Map, and then write in all the names of the places of interest as I hover over the icons, so we found the places of interest easily.  ",50,December 2019
Little Havana,Neighborhoods,noraeqb,Vibrant,"We visited Little Havana Calle Ocho on a Friday afternoon. When we arrived, it was bustling! We went to Domino Park and walked the street, visiting a couple little shops along the way. We could feel the historical nature of this community. We ended our visit with a lunch at Versailles-- delicious! If you're looking for a rich, lively day with lots of music and culture, don't miss Little Havana Calle Ocho!",40,January 2020
Little Havana,Neighborhoods,RMDM228,Little Havana,Whilst only a small area the atmosphere and food was what was to be expected.  Open your ears and enjoy the stroll,50,December 2019
Brickell City Center,Shopping Malls,marceln976,Amazing,"Shopping in a 5 stars environment. Fresh, relax, opulent, with a choice of store and restaurants for everyone. Definitely worth spending time, even if it is simply to browse. ",50,April 2019
Brickell City Center,Shopping Malls,Walter O,"Confusing Place, Poor Directional Kiosks, Too Expensive",I ventured out looking for a place to eat and was told this mall had lots of options.  The architecture and open concept of this sprawling space is interesting and covers 4 floors in three wings over the street.  But the kiosks where not very helpful.  There is supposed to be a star saying you are here to help with navigation but on most of them there is no star so you don't know where you are.  You can look for the name of a nearby shop and then try to find it in the store listings.  But it should not be this hard.  And this is a high end shopping district.  Very happy to leave and not return.,20,April 2019
Brickell City Center,Shopping Malls,chrisalibour,Amazing mall,Definitely a place to visit. ,50,April 2019
Brickell City Center,Shopping Malls,buddhakouri,Economic Expansion Meets Luxury,"Brickell City Centre is a shopping mall I recommend you visit. If you want the next iPhone, there is an Apple Store there. Want to go to Sephora after, you have it here. When you visit, you should eat at Tacology. They have the best Tacos in town and the best Ceso Dips. Want to live in a condo where you have a mall right off your elevator? That's here at Brickell City Centre. You can also stay at a hotel here and have the mall right off the elevator. You can also work here at its office towers above the shops, and on your break, you can do some shopping, or eat at a luxurious restaurant by getting off the elevator and go through the doors that lead into the mall. This is the best live, work, play experience so far in Miami, and there is another rival on the way nearby. This has been expanding Miami's economy to new levels for almost two and a half years now and will continue to expand the economy for years to come.",50,August 2018
Miami Design District,"Art Galleries, Neighborhoods, Shopping Malls",BigoBoca,VG,No trip to Miami would be complete without a visit to this interesting part of the city. There are markets and fine restaurants here as well.,50,January 2019
Miami Design District,"Art Galleries, Neighborhoods, Shopping Malls",Caroline M,Daytrip,The design district is always changing.  At night there is music and nightlife.  During the day  there are more family friendly options.   If you visit Miami you have to visit.   Much more entertaining than SOBE,50,September 2019
Miami Design District,"Art Galleries, Neighborhoods, Shopping Malls",roderickd823,Lovely great spot not to miss,"We rented a bike for three days...excellent and safe, they all stopped for us..",50,November 2019
Miami Design District,"Art Galleries, Neighborhoods, Shopping Malls",58randyt,Nice place to visit while in Miami,"We picked a perfect day to stroll the Miami Design District. The upscale shopping/art area has something for everyone. If you're looking for a special gift for someone who has everything, look no further. Bring your wallet!",40,December 2019
Miami Design District,"Art Galleries, Neighborhoods, Shopping Malls",Eduardo A,Entertain yourself and dream!,"Browse, Dream and maybe splurge on the right find!",50,December 2019
Brickell City Center,Shopping Malls,NormLWat,High end shopping,"Open shopping complex with several high end stores.  Wide spread, with a couple of dining options too.  Prices are steep.  ",30,February 2019
Little Havana,Neighborhoods,Magdalena7301,Great place best to see with a walking tour first,It is small (what a coffee!!!!) and other things reminding Hemingway's books about Havana. B and later we explored the districk on our own.est to take a tour around with a good guide (we took a walking tour and were lucky to have Ralfi as our great guide),50,December 2019
Little Havana,Neighborhoods,hanover16,Little Havana Food Tour,Heartily suggest this tour. ,50,December 2019
Little Havana,Neighborhoods,Octobergirl23,Layover while getting errands done,My friend and I had the best time eating all their Cuban specialties and enveloping ourselves in their history and art. ,50,December 2019
Little Havana,Neighborhoods,Raffi S,Very lively place,Although the streets are full of large groups in tours it is a fun place to hang out... nice shops and restaurants ,50,December 2019
Little Havana,Neighborhoods,Marilyn A,Very lively,"Little Havana is truly only about 2 streets, one of which is all small stores and restaurants and the boulevard which is treed and planted with plaques and information about the fighters in Cuba.  That was to my mind the most interesting section of the area as it taught me some history.  The main drag had stores of different types - both souvenirs, art, LOTS of cigars and the usual clothes etc.  Given how SPanish Miami has become, this was not all that different from other sections.  Much more down to earth though and less trendy I think,  FULL of people and very active.  Lots of restaurants to choose from,",40,December 2019
Brickell City Center,Shopping Malls,Ilikefinefood,Best high end shopping at Brickell,"Lots of shops in this high end outdoor mall. Brickell has several floors, lots of restaurants and a movie theater. Great for families & people walking their dogs are everywhere.",50,March 2019
Brickell City Center,Shopping Malls,cuse_41,Beautiful mall,But expensive!  This is a fairly new multi-level open mall with many high end stores.  It is an attractive space to walk about.  There are a number of very interesting restaurants scattered through out.  When you tire out you can take in a movie at the CMX.  The CMX theater has  lovely recliner seats and serves food inside the theater during the movie.  The food is very good and the service is excellent.  It is as luxurious as advertised.  While expensive - we enjoyed treating ourselves to the movie. Parking is a bit outrageous.  But it is the price you pay for a visit to this Brickell area landmark. The Metro rail has a station stop on the second level.  I am not sure what it will be like in the summer since it is an open mall. We came for the Gelato Festival and most likely the only reason we will come back again is if they have a special event we want to attend.,40,March 2019
Brickell City Center,Shopping Malls,annemacmillan,Great Shops & Restaurants,"Super Mall with all the usual shops from top of the range Designer to the everyday Run of the Mill Stores,. Great selection of Top Notch Restaurants. All under the one Roof. Within easy walking distance to The Mandarin Oriental Hotel.",50,February 2019
Miami Design District,"Art Galleries, Neighborhoods, Shopping Malls",Catherine S,Great Walking!,"The best of Miami! Great art, nice cafes, restaurants and of course a lot stores! The walls are awesome!",50,November 2019
Miami Design District,"Art Galleries, Neighborhoods, Shopping Malls",scott r,really interesting walk through / stores most cannot afford,"Came to see two contempary art museums and ended up spending an hour or two walking through the DD.  Parking is impossible on the street, but garages are cheap ($3 for 4 hours).  Neat place to wander - hard to believe it was once basically blight.  At the moment I'm on a budget, but even if I hadn't been, the clothing / fashion stores would not be on my list.  Fun to see, but it's clothing for g-d's sake; jeans should last 15 years and sneakers for 5, lol.  The art on the other hand, might have tempted me; just not this time.  Lots of visual interest though, touches of whimsy - and plenty of food.  A neat area for an afternoon.",40,November 2019
Miami Design District,"Art Galleries, Neighborhoods, Shopping Malls",Lino D,Awesome Area,Many may view the area as solely for those who can indulge in luxuries.  I view it as Commerce as Art and very much worth the visit.,50,November 2019
Miami Design District,"Art Galleries, Neighborhoods, Shopping Malls",PSthisRocks,A Miami Interior Design & Architectural Must See During The Day,The Miami Design District is a must-see location. It's been recently renovated with luxury stores that have some of the best designs in the world. Be sure to go in Gucci and look for the parking garage. Make time to walk around to explore too. ,50,September 2019
Miami Design District,"Art Galleries, Neighborhoods, Shopping Malls",charlescV1086IU,People watching a real treat here,"Watching people watch the ""beautiful people"" is fun. Also checking out the elegant clothes on display and the stunningly lavish shops where they are being displaye ",50,October 2019
Brickell City Center,Shopping Malls,Davina B,"Cool area and plenty to do! Restaurants, shops and entertainment!",Great place to visit and lots to do in the area. Shops and restaurants are here and so we are able to shop and have something to eat without having to go far. There's also some bars and room top lounge in the area/connected,50,October 2018
Brickell City Center,Shopping Malls,cookiejorge .,Beautiful,"Spent an afternoon there and it was wonderful! May high end shops, terrific eateries and the views are great.  Center has a movie theatre which is nicw.  Although we're post children, it would have been nice to have a play area for them.  It would also be nice to have a few shops that middle class folks could afford without having to sell a body part!.  All in all, a terrific place to visit.",40,February 2019
Brickell City Center,Shopping Malls,S_K_S2108,Great center but expensive,"Open and comfortable center, with the opportunity to sit on the roof with a cup of coffee and enjoy the sun. The prices in the stores were stiff and I do not recommend shopping here unless the wallet is deep.",30,February 2019
Little Havana,Neighborhoods,LollysLook,Little Havana ,"We did a self guided tasting tour of Little Havana. We are our way through the area with stops for drinks, lunch  and finished with cafe and pastries. ",40,November 2019
Little Havana,Neighborhoods,180rikak,"Authentic Visit, nice place","Little Havana is an area where you can see a typical street with Cuban restaurants, shops and food stands in a Cuban style. there is also some steer art. 30-60 minutes are enough if you are not going to have lunch or dinner.  ",40,November 2019
Little Havana,Neighborhoods,jmyv,Fun location,"Lots of shops selling artistry from locals.  Very nice jewelry, artwork, etc.  You can watch men roll cigars and there are several cigar shops.  Lots of places to choose to eat, incluing many bars that sell mojitos with a piece of sugarcane in it as a stirrer.  Really good!  Definitely worth a visit if you're in the area!",50,November 2019
Little Havana,Neighborhoods,Ian C,The heart of Cuba in Miami,"There are two Visitor Centres. One is an information centre, when open, the other is a tourist shop full of mass-produced souvenirs, none made in Cuba as they originally were, many years ago. ",40,December 2019
Little Havana,Neighborhoods,must_travel_soon_10,"Great vibe, but no longer authentic.","All of us tourists have sucked the local blood out of the area and have brought consumerism instead. Everything is commercialized, but there is still a great vibe to this area. Lots of shops and restaurants for the tourists. Definitely unique from other areas of Miami.",40,December 2019
Brickell City Center,Shopping Malls,PJRibadeneira,Top shopping experience in Miami Downtown area,"This very large ""mall"" (it's more of a shopping complex) features premium brands and wonderful restaurants. From Apple Store to Victoria Secrets, you can find most of premium stores without having to drive to Kendall, Aventura or other shopping malls.",50,February 2019
Brickell City Center,Shopping Malls,Redfox87,Shopping mall,Outdoor shopping mall with lots of luxury stores. Visited this place twice during our stay in Miami.,50,February 2019
Miami Design District,"Art Galleries, Neighborhoods, Shopping Malls",l_stevegoesthere_l,Cutting edge stylish,"Miami design district is your go to for the “finer side” of art, design,  retail shops and dining. Tasteful Attentions  to detail encompass every aspect of the area.",50,September 2019
Miami Design District,"Art Galleries, Neighborhoods, Shopping Malls",EnriqueC2239,High end fashion and food,Awesome neighborhood for high end fashion shops and fine dining.  Need to makenreservations for dinner at all the restaurants except foodnhall.,50,October 2019
Miami Design District,"Art Galleries, Neighborhoods, Shopping Malls",toelmen,Design district,Winwood walls worth the visit. Design studios cater very much to high end South American tastes in my opinion,40,September 2019
Miami Design District,"Art Galleries, Neighborhoods, Shopping Malls",astrid m,Long way to beauty.,"Lived on 51 and it just started coming along, should had invested.  Gorgeous full of everything you might want and need or not. a must visit.",50,December 2018
Miami Design District,"Art Galleries, Neighborhoods, Shopping Malls",Jose Manuel P,Totally recommended!,"Duration: we spent like one-hour walking trough the streets, stores, halls and I guess we missed some spots. I think that maybe 2 hours just for walking good be good time. Just take precautions for the heat, we went after noon and it was suffocating.",50,September 2019
Brickell City Center,Shopping Malls,Isaac B,Beautiful,One of the nicest malls in the country. The stores and the restaurants are first class especially Casa Tue ,50,December 2018
Brickell City Center,Shopping Malls,floridatraveler33,Great Pass-through,"My daughter lives across the street, so when I visit, this is a common shortcut for me to go to get groceries. It’s beautifully set and well kept with a bunch of high end shopping.",30,January 2019
Brickell City Center,Shopping Malls,rickyspa1,Vibrant and fun,"This is a very modern and vibrant neighbourhood with a large component of professional and relatively well off people. Restaurants, bars, shops, nice people. Great vibe",50,January 2019
Little Havana,Neighborhoods,Joe C,Unique Part of Miami,"full of activity.  It is a vibrant part of this city.  There is a uniqueness of this city.  No wonder this is called ""The Magic City""",50,November 2019
Little Havana,Neighborhoods,HappytravellerLondon,Fascinating,"So much more than I’d expected. We did a walking food tour and whilst the food wasn’t spectacular the history and culture were brilliant. The Ball & Chain looks like a fantastic place to hang out, but we drank a few doors down at the Cubaocho which is a must see if you like art and cocktails!",50,November 2019
Little Havana,Neighborhoods,browncondo2102,Small but mighty,Stopped on the Main Street after driving through the residential area.  Many Cuban style restaurants as well as cigar shops. Got to visit while in Miami. Hop On buses are your best option,50,November 2019
Little Havana,Neighborhoods,mgmgmgmg2015,Was a bit unwhelming...,Travelled to little Havana as part of our visit to Miami. Was left a bit disappointed as it was only a small area with several cigar shops and restaurants. Not much else to see. Would probably only spend 30 min here at the most,30,November 2019
Little Havana,Neighborhoods,sndovale,So so,We were not impressed with this area mostly designed as a tourist attraction. We were on our way to Havana so we didn't eat here or buy anything.,30,November 2019
Brickell City Center,Shopping Malls,Scarlettsville,What more could you ask for? ,"So much here, hard to put into words. Look them up online or get their app for a complete list of all that’s there. It’s awesome for sure!  ",50,January 2019
Brickell City Center,Shopping Malls,jennycc80,Beautiful mall and views of the city,"Love the architecture of the mall very modern looking , huge spaces , nice food and coffee shops . Not crowded. Excellent ambience. Safe neighborhood .",50,January 2019
Miami Design District,"Art Galleries, Neighborhoods, Shopping Malls",susanayuridia,Great shopping ,"What a wonderful place to shop, they have very high end brands and great restaurants!!! We ate at a Hispanic restaurant that played salsa and served yummy drinks. ",50,July 2019
Miami Design District,"Art Galleries, Neighborhoods, Shopping Malls",jyegleiser,All new design district,It is a new experience with upscale shopping and some interesting architecture and even a parking structure that is worth going to,50,July 2019
Miami Design District,"Art Galleries, Neighborhoods, Shopping Malls",YourHelpfulWendy,Fancy!,Thank you and see you next time!!,50,September 2019
Miami Design District,"Art Galleries, Neighborhoods, Shopping Malls",newwithnatasha,Calling all art & fashion lovers!,"If you love art, design, fashion and/or architecture, this is the place for you! Surrounding the beautifully built luxury shops are incredible art installations and a number or restaurants to choose from!",40,August 2019
Miami Design District,"Art Galleries, Neighborhoods, Shopping Malls",Worldalert,BEAUTIFUL PLACE TO VISIT ESPECIALLY AT NIGHT,"The Design District is full of restaurants and high end shops.   You have to try ""Estefan's Kitchen"".  Excellent cuban food.  It is owned by Gloria and Emilio Estefan, famous Cuban signer.   They have music and people get up to dance.  Best Mojito!!!  You can walk all around the Miami Design District.  There is ample parking on the sides, you have to pay for it of course, or you can valet.   The place is always full with people walking.  Very safe place to walk at night as well.  Highly recommend this place if you are visiting Miami.  ",50,August 2019
Brickell City Center,Shopping Malls,Upekkhapr,"Lovely decorated, great people and amazing food and drinks!","I started by cutting my hair with Patricia, then to Dr Smood for healthy, yummy options, At & T with Victor to fix my phone, David’s Tea for some gifts and last went to the Santa’s Post Office which was so much fun! ",50,December 2018
Brickell City Center,Shopping Malls,fpakravan2018,Excellent Mall,The new City Center is excellent.  It is a great location..it offers many great eating options. In particular the restaurant at the Sacks is great for breakfast. ,50,September 2018
Brickell City Center,Shopping Malls,jaimetravelstheworld,Beautiful place,City Center is a photographer’s dream. Absolutely beautiful architecture. The shops are very high end.,50,December 2018
Little Havana,Neighborhoods,KayeS111,Excellent,"I really enjoyed my day spent wandering around the shops, getting the odd coffee and alcoholic beverage, smoking cigars and enjoying the atmosphere. ",50,November 2019
Little Havana,Neighborhoods,voyagerguru,Incredible tour through Miami Culinary Tours,"We had the chance to go on a food tour in Little Havana and we absolutely fell in love with this little neighborhood. It was such a blast to explore the eateries and bars. While you can totally explore on your own, we recommend going with Miami Culinary Tours. There are some hidden gems here that you may miss on your own.",50,October 2019
Little Havana,Neighborhoods,saxboy85,Loved our stroll in Little Havana,My wife and I enjoyed some great Cuban coffee and conversation.  We also got a tip for a great Cuban restaurant in the area!,50,December 2018
Little Havana,Neighborhoods,ElsieN99,Never a dull moment,"Filled with local flavors and sites, no end to great places to eat and fun people watching.  Siteseeing buses stop along the way at a variety of the restaurants.  Don't miss the Domino Park. And the art galleries ",50,October 2019
Little Havana,Neighborhoods,Jose Manuel P,Incredible neighborhood! Definitely visit it if you are in Miami,"Duration: if you have the time, 2-3 hours during the day and in the night whatever you need.",50,September 2019
Brickell City Center,Shopping Malls,HectorC873, Nice place to walk!,"Nice place to walk, shopping and eating. Going for lunch is good, there are multiple options and nice places.",50,January 2019
Brickell City Center,Shopping Malls,andrewsC7868UF,Brickell City Centre,"Great mall and place to walk around. Everything is very new and modern and right in the center of Brickell. For shopping and dining, there are some great options inside. Definitely recommend and am impressed.",40,January 2019
Miami Design District,"Art Galleries, Neighborhoods, Shopping Malls",stewcavan60,Bal harbour' s sister ,"Beautiful design, clean, plenty of high end design. I feel like I was in Bal harbour, because everything bal harbour has, Miami has it too. Must visit but make sure your pocket is full.",40,July 2019
Miami Design District,"Art Galleries, Neighborhoods, Shopping Malls",Kris A,Fantastic,A must-visit location - part of a series of walking destinations in this super city. Lovely time walking here ...,50,March 2019
Miami Design District,"Art Galleries, Neighborhoods, Shopping Malls",wing6rider-Australia,Good on a rainy day!,We had a nice time wandering around and found some shops we were keen to visit.  Lots of hign end cars in the area too..... YMMV,50,August 2019
Miami Design District,"Art Galleries, Neighborhoods, Shopping Malls",TaherAlbaghliJulian,Fantastic,"Beautiful design area ,The Design District is known for its sleek modern architecture, upscale interior design stores and art galleries. Luxury fashion and jewelry boutiques, cafes and celebrity-chef restaurants draw a well-heeled crowd. Public art dotting the area includes the Fly’s Eye Dome, a geodesic dome designed by inventor Buckminster Fuller. Opening in December, 2017, The Institute of Contemporary Art will show cutting-edge work.There are nice shops.espically  high desgin.",40,July 2019
Brickell City Center,Shopping Malls,PetriKoo,Shopping mall,The architecture of the City Centre is nice but at the end it is a normal shopping centre. Didn’t find anything unique in that sense.,30,December 2018
Brickell City Center,Shopping Malls,yogesh12321,The most upscale mall in miami,A very highend shoppers paradise,50,October 2018
Brickell City Center,Shopping Malls,547anonimo,Shopping time,"I suggest to go to this open Mall, a lot of brands, situated in one of the most beautiful place of Downtown Miami.",40,October 2018
Brickell City Center,Shopping Malls,gwaziii,Great food and shops!,"Open air is nice.  Never to hot inside.  Great mix of shops and restaurants.  The food court has some great options as well.  Not your typical food court faire.  Authentic Italian meats, sandwiches, and Spanish cuisine.  Also, the Metromover stops right at the mall.  ",40,August 2018
Little Havana,Neighborhoods,Lynn K,Don't miss seeing this area!,"The food, the bars, the bakeries, the cigar shops, the fruit stand, Domino park.  Stop by and soak it all in.  Take time to eat, drink and be merry!",50,October 2019
Little Havana,Neighborhoods,mati a,Very nice place in miami,The food and drinks are original cuba and very nice place to spend an evening for drinking and dancing havans style.,30,October 2019
Little Havana,Neighborhoods,Riplis,Disappointing,"We walked through the district, including Calle Ocho. We also visited the Versailles for lunch, the Versailles bakery and Azucar Ice Cream shop. We basicly did everything recommended, and we left disappointed. The Versailles restaurant is a decent place for breakfast/lunch if you're in the area, but I wouldn't go all the way to Little Havana to eat there again. Regarding the Azucar, you'll be better off going to Häagen-Dazs (which you'll find all over South Beach).",30,October 2019
Little Havana,Neighborhoods,camillah213,Over rated,We went on our own. The place is over rated and not worth the time to go. We had a mojito and it was not good at all but expensive.,10,November 2019
Little Havana,Neighborhoods,jedferrari,Nice area but full of tourists,"Nice area that indeed looks like Havana will lots of small shops, restaurants, and people in the street. Nice atmosphere but sometimes too many tourists!",30,December 2018
Brickell City Center,Shopping Malls,CityTripLover1,"Must do, but expensive","The center is located in downtown Miami. It is a real big building, consisting of 3 apart buildings which are connected to each other. You can spend hours shopping, but most of these shops are very expansive.",40,November 2018
Miami Design District,"Art Galleries, Neighborhoods, Shopping Malls",Stephen E,Design District for over the top fashion and design,$600 shirts?  jewelry pieces that are heavy into mid six figures?  Then you will love the eye candy offered in high end boutiques throughout the multi block fashion forward neighborhood.  Excellent restaurants also close by ito the shops n this Rodeo Drive on steroids District.  Would give Design District 5 stars if i could afford to buy anything other than dining at a number of their venues.,40,April 2019
Brickell City Center,Shopping Malls,Eric D,Shopping and cafes,As many other reviewers have stated this is a open air multi level shopping plaza. It has quite a few high end shops and some regular stores as well. Nice little cafes and eateries also.,40,March 2019
Miami Design District,"Art Galleries, Neighborhoods, Shopping Malls",SiTrv,Amazing,"We absolutely love it. It so nice, clean, big. You will find everything you need and even what you don't need :) Cant wait to go back ",50,November 2018
Miami Design District,"Art Galleries, Neighborhoods, Shopping Malls",gypsezza,Fabulous Shopping for the Shopaholic,I lived in Miami for 2 years and did this regularly :),50,April 2019
Miami Design District,"Art Galleries, Neighborhoods, Shopping Malls",Jemmie33063,Great shopping and people watching,"It is like spending an evening in Europe, great stores, wonderful food. There is parking easily available, and there are lots of photo op spots. Great public art with twice a week tours for more in depth observation. The St Roche food market is a delightful food hall with many unusual selections, all reasonably priced and tasty. A great way to spend a day or evening.",50,July 2019
Miami Design District,"Art Galleries, Neighborhoods, Shopping Malls",LWRFL,Rodeo Drive with a cultural twist,"Every high end boutique that you can think of in a uniquely Miami setting.  You can see why people come from all over to ""shop in Miami"".  Great people watching, and some really good restaurants too.",40,July 2019
Brickell City Center,Shopping Malls,JoseF98,New shopping mall in the Brickell area of Miami,Having lived in this neighborhood over 10 years ago.  We always wished we had stores to shop and not having to drive to Merrick Park or Dadeland Mall.  The mall has the right mix of stores and food venues.  Hope it makes it though with so many office buildings and hotels adjacent- it should. ,40,October 2018
Brickell City Center,Shopping Malls,Z9866ZHnancyl,If you like shopping and eating- definetly a place to visit in the area,"BCC is great to find some stores you don't see in every mall. APM is a jewelry boutique from France, Pinko -great clothes, Westime Watch Boutiques from LA carries the best selection of Richard Mille and Audemars (be sure to ask for Alanna) she is super knowledgeable, friendly and helpful. She will follow up with all those hard to get timepieces- of course you still might have to wait months but that is the norm for those luxury brands. The salespeople at the Saks store were also very helpful, not pretentious. The mall is kinda confusing to park - the signs are terrible or non existent , there should be more relaxing green space. Also, its outdoors but half under cover. So if it rains you still will get wet. Also pet friendly. Great restaurants, Casa Tua and Tacology. It would be nice if there were fun areas for kids to play.",50,September 2018
Brickell City Center,Shopping Malls,Sybaritic8888,Architectural Gem,"Restaurant selection is particularly good, in particular Casa Tua Cucina and Luke's Lobster for the yummiest lobster roll this side of Portland Maine!",50,September 2018
Little Havana,Neighborhoods,phelpsusa,Interesting cultural area during the day but probably not smart at night,Interesting cultural area during the day but probably not smart at night.  Most places have gates and bars on the windows.  We took a 2 hour walking tour which was great.,40,October 2019
Little Havana,Neighborhoods,Anthony W,Trip to Little Havana,"This was a great way to get a little feeling for Cuba, we loved the food, music and the people! Enjoyed walking around, seeing the different shops, the coffee was very powerful but good.We signed up for the tour at the Bahia Mar, who arranged for us to be picked up at the hotel, that's the best way to go!",50,September 2019
